state,county,Barack Obama,Mitt Romney,Other_2012,Total Votes_2012,Winner_2012,Margin_2012,Donald Trump,Hillary Clinton,Other_2016,Total Votes_2016,Winner_2016,Margin_2016,Total_Votes_Percent_Change
California,Yuba,7711,11275,714,19700,Mitt Romney,3564,13170,7910,1918,22998,Donald Trump,5260,16.74
Colorado,Adams,100649,70972,4609,176230,Barack Obama,29677,80082,96558,17025,193665,Hillary Clinton,16476,9.89
Colorado,Alamosa,3811,2705,199,6715,Barack Obama,1106,3046,3189,704,6939,Hillary Clinton,143,3.34
Colorado,Arapahoe,153905,125588,6023,285516,Barack Obama,28317,117053,159885,26108,303046,Hillary Clinton,42832,6.14
Colorado,Archuleta,2679,3872,183,6734,Mitt Romney,1193,4264,2500,575,7339,Donald Trump,1764,8.98
Colorado,Baca,467,1559,80,2106,Mitt Romney,1092,1753,283,117,2153,Donald Trump,1470,2.23
Colorado,Bent,815,1075,52,1942,Mitt Romney,260,1188,590,149,1927,Donald Trump,598,-0.77
Colorado,Boulder,125091,49981,4427,179499,Barack Obama,75110,41396,132334,14412,188142,Hillary Clinton,90938,4.82
Colorado,Broomfield,16966,15008,803,32777,Barack Obama,1958,14367,19731,3591,37689,Hillary Clinton,5364,14.99
Colorado,Chaffee,5086,5070,306,10462,Barack Obama,16,5391,4888,971,11250,Donald Trump,503,7.53
Colorado,Cheyenne,172,889,32,1093,Mitt Romney,717,925,132,45,1102,Donald Trump,793,0.82
Colorado,Clear Creek,3119,2430,194,5743,Barack Obama,689,2575,2729,562,5866,Hillary Clinton,154,2.14
Colorado,Conejos,2213,1835,53,4101,Barack Obama,378,1914,1771,337,4022,Donald Trump,143,-1.93
Colorado,Costilla,1340,446,51,1837,Barack Obama,894,588,1125,135,1848,Hillary Clinton,537,0.6
Colorado,Crowley,535,924,43,1502,Mitt Romney,389,1079,339,109,1527,Donald Trump,740,1.66
Colorado,Custer,868,1788,59,2715,Mitt Romney,920,2061,797,208,3066,Donald Trump,1264,12.93
Colorado,Delta,4622,10915,388,15925,Mitt Romney,6293,11655,4087,1048,16790,Donald Trump,7568,5.43
Colorado,Denver,222018,73111,6565,301694,Barack Obama,148907,62690,244551,24611,331852,Hillary Clinton,181861,10
Colorado,Dolores,334,859,52,1245,Mitt Romney,525,944,242,69,1255,Donald Trump,702,0.8
Colorado,Douglas,60991,104204,2586,167781,Mitt Romney,43213,102573,68657,16269,187499,Donald Trump,33916,11.75
Colorado,Eagle,12792,9411,465,22668,Barack Obama,3381,8990,14099,2134,25223,Hillary Clinton,5109,11.27
Colorado,El Paso,111819,170952,7404,290175,Mitt Romney,59133,179228,108010,31729,318967,Donald Trump,71218,9.92
Colorado,Elbert,3603,10266,309,14178,Mitt Romney,6663,11705,3134,1139,15978,Donald Trump,8571,12.7
Colorado,Fremont,6704,13174,538,20416,Mitt Romney,6470,15122,5297,1554,21973,Donald Trump,9825,7.63
Colorado,Garfield,11305,12535,568,24408,Mitt Romney,1230,13132,11271,2067,26470,Donald Trump,1861,8.45
Colorado,Gilpin,1892,1346,100,3338,Barack Obama,546,1566,1634,376,3576,Hillary Clinton,68,7.13
Colorado,Grand,3684,4253,250,8187,Mitt Romney,569,4494,3358,736,8588,Donald Trump,1136,4.9
Colorado,Gunnison,5044,3341,282,8667,Barack Obama,1703,3289,5128,995,9412,Hillary Clinton,1839,8.6
Colorado,Hinsdale,229,353,18,600,Mitt Romney,124,339,197,53,589,Donald Trump,142,-1.83
Colorado,Huerfano,1953,1646,115,3714,Barack Obama,307,1883,1633,267,3783,Donald Trump,250,1.86
Colorado,Jackson,216,600,32,848,Mitt Romney,384,629,171,61,861,Donald Trump,458,1.53
Colorado,Jefferson,159296,144197,7559,311052,Barack Obama,15099,138177,160776,29929,328882,Hillary Clinton,22599,5.73
Colorado,Kiowa,118,677,26,821,Mitt Romney,559,728,91,36,855,Donald Trump,637,4.14
Colorado,Kit Carson,838,2785,79,3702,Mitt Romney,1947,2967,536,199,3702,Donald Trump,2431,0
Colorado,La Plata,15489,12794,901,29184,Barack Obama,2695,12587,15525,3038,31150,Hillary Clinton,2938,6.74
Colorado,Lake,1839,1098,103,3040,Barack Obama,741,1270,1616,313,3199,Hillary Clinton,346,5.23
Colorado,Larimer,92747,82376,5057,180180,Barack Obama,10371,83430,93113,19437,195980,Hillary Clinton,9683,8.77
Colorado,Las Animas,3445,3263,154,6862,Barack Obama,182,3710,2650,433,6793,Donald Trump,1060,-1.01
Colorado,Lincoln,552,1687,48,2287,Mitt Romney,1135,1892,409,135,2436,Donald Trump,1483,6.52
Colorado,Logan,2712,6179,233,9124,Mitt Romney,3467,7282,1851,589,9722,Donald Trump,5431,6.55
Colorado,Mesa,23846,47472,1629,72947,Mitt Romney,23626,49779,21729,6145,77653,Donald Trump,28050,6.45
Colorado,Mineral,291,344,15,650,Mitt Romney,53,344,237,71,652,Donald Trump,107,0.31
Colorado,Moffat,1330,4695,143,6168,Mitt Romney,3365,5305,874,346,6525,Donald Trump,4431,5.79
Colorado,Montezuma,4542,7401,375,12318,Mitt Romney,2859,7853,3973,1032,12858,Donald Trump,3880,4.38
Colorado,Montrose,6138,13552,440,20130,Mitt Romney,7414,14382,5466,1338,21186,Donald Trump,8916,5.25
Colorado,Morgan,3912,6602,263,10777,Mitt Romney,2690,8145,3151,664,11960,Donald Trump,4994,10.98
Colorado,Otero,3647,4382,163,8192,Mitt Romney,735,4928,2943,581,8452,Donald Trump,1985,3.17
Colorado,Ouray,1646,1481,75,3202,Barack Obama,165,1351,1697,262,3310,Hillary Clinton,346,3.37
Colorado,Park,3862,5236,268,9366,Mitt Romney,1374,6135,3421,861,10417,Donald Trump,2714,11.22
Colorado,Phillips,588,1637,40,2265,Mitt Romney,1049,1791,436,105,2332,Donald Trump,1355,2.96
Colorado,Pitkin,6849,3024,202,10075,Barack Obama,3825,2550,7333,640,10523,Hillary Clinton,4783,4.45
Colorado,Prowers,1519,3230,114,4863,Mitt Romney,1711,3531,1186,299,5016,Donald Trump,2345,3.15
Colorado,Pueblo,42551,31894,1749,76194,Barack Obama,10657,36265,35875,6506,78646,Donald Trump,390,3.22
Colorado,Rio Blanco,568,2724,77,3369,Mitt Romney,2156,2791,436,223,3450,Donald Trump,2355,2.4
Colorado,Rio Grande,2478,2918,137,5533,Mitt Romney,440,3085,2001,448,5534,Donald Trump,1084,0.02
Colorado,Routt,7547,5469,301,13317,Barack Obama,2078,5230,7600,1156,13986,Hillary Clinton,2370,5.02
Colorado,Saguache,1864,964,102,2930,Barack Obama,900,1147,1417,271,2835,Hillary Clinton,270,-3.24
Colorado,San Juan,266,212,28,506,Barack Obama,54,215,265,26,506,Hillary Clinton,50,0
Colorado,San Miguel,2992,1154,110,4256,Barack Obama,1838,1033,2975,321,4329,Hillary Clinton,1942,1.72
Colorado,Sedgwick,419,881,38,1338,Mitt Romney,462,1015,267,82,1364,Donald Trump,748,1.94
Colorado,Summit,9347,5571,394,15312,Barack Obama,3776,5100,9557,1517,16174,Hillary Clinton,4457,5.63
Colorado,Teller,4333,8702,372,13407,Mitt Romney,4369,9745,3603,1096,14444,Donald Trump,6142,7.73
Colorado,Washington,468,2076,47,2591,Mitt Romney,1608,2299,296,138,2733,Donald Trump,2003,5.48
Colorado,Weld,49050,63775,3041,115866,Mitt Romney,14725,76651,46519,12258,135428,Donald Trump,30132,16.88
Colorado,Yuma,987,3490,100,4577,Mitt Romney,2503,3850,726,215,4791,Donald Trump,3124,4.68
Connecticut,Fairfield,217294,175168,3668,396130,Barack Obama,42126,160077,243852,17280,421209,Hillary Clinton,83775,6.33
Connecticut,Hartford,244639,143238,4363,392240,Barack Obama,101401,148173,240403,18288,406864,Hillary Clinton,92230,3.73
Connecticut,Litchfield,43856,47201,1370,92427,Mitt Romney,3345,53051,39775,4616,97442,Donald Trump,13276,5.43
Connecticut,Middlesex,47855,34591,1092,83538,Barack Obama,13264,38867,45357,4400,88624,Hillary Clinton,6490,6.09
Connecticut,New Haven,218972,138357,3697,361026,Barack Obama,80615,159048,205609,14349,379006,Hillary Clinton,46561,4.98
Connecticut,New London,67144,46119,1839,115102,Barack Obama,21025,54058,62278,7192,123528,Hillary Clinton,8220,7.32
Connecticut,Tolland,25957,19768,863,46588,Barack Obama,6189,34194,38506,4724,77424,Hillary Clinton,4312,66.19
Connecticut,Windham,25957,19768,769,46494,Barack Obama,6189,25747,21792,3284,50823,Donald Trump,3955,9.31
Delaware,Kent,35527,32135,1034,68696,Barack Obama,3392,36991,33351,4256,74598,Donald Trump,3640,8.59
Delaware,New Castle,167082,81230,3700,252012,Barack Obama,85852,85525,162919,13947,262391,Hillary Clinton,77394,4.12
Delaware,Sussex,39975,52119,1135,93229,Mitt Romney,12144,62611,39333,4064,106008,Donald Trump,23278,13.71
District of Columbia,District of Columbia,267070,21381,5313,293764,Barack Obama,245689,12723,282830,15715,311268,Hillary Clinton,270107,5.96
Florida,Alachua,69699,48797,1922,120418,Barack Obama,20902,46834,75820,5917,128571,Hillary Clinton,28986,6.77
Florida,Baker,2311,8975,82,11368,Mitt Romney,6664,10294,2112,228,12634,Donald Trump,8182,11.14
Florida,Bay,22051,56876,934,79861,Mitt Romney,34825,62194,21797,3462,87453,Donald Trump,40397,9.51
Florida,Bradford,3325,8219,91,11635,Mitt Romney,4894,8913,2924,261,12098,Donald Trump,5989,3.98
Florida,Brevard,122993,159300,3266,285559,Mitt Romney,36307,181848,119679,13225,314752,Donald Trump,62169,10.22
Florida,Broward,508312,244101,4009,756422,Barack Obama,264211,260951,553320,17680,831951,Hillary Clinton,292369,9.99
Florida,Calhoun,1664,4366,122,6152,Mitt Romney,2702,4655,1241,185,6081,Donald Trump,3414,-1.15
Florida,Charlotte,35906,47996,780,84682,Mitt Romney,12090,60218,33445,2711,96374,Donald Trump,26773,13.81
Florida,Citrus,28460,44662,813,73935,Mitt Romney,16202,54456,22789,2455,79700,Donald Trump,31667,7.8
Florida,Clay,25759,70022,808,96589,Mitt Romney,44263,74963,27822,3698,106483,Donald Trump,47141,10.24
Florida,Collier,51698,96520,894,149112,Mitt Romney,44822,105423,61085,4281,170789,Donald Trump,44338,14.54
Florida,Columbia,8462,18429,272,27163,Mitt Romney,9967,20368,7601,738,28707,Donald Trump,12767,5.68
Florida,Desoto,4174,5587,104,9865,Mitt Romney,1413,6778,3781,259,10818,Donald Trump,2997,9.66
Florida,Dixie,1798,5052,91,6941,Mitt Romney,3254,5822,1270,110,7202,Donald Trump,4552,3.76
Florida,Duval,196737,211615,3496,411848,Mitt Romney,14878,211672,205704,15319,432695,Donald Trump,5968,5.06
Florida,Escambia,58185,88711,1606,148502,Mitt Romney,30526,88808,57461,6200,152469,Donald Trump,31347,2.67
Florida,Flagler,23207,26969,419,50595,Mitt Romney,3762,33850,22026,1627,57503,Donald Trump,11824,13.65
Florida,Franklin,1845,3570,59,5474,Mitt Romney,1725,4125,1744,146,6015,Donald Trump,2381,9.88
Florida,Gadsden,15770,6630,99,22499,Barack Obama,9140,6728,15020,365,22113,Hillary Clinton,8292,-1.72
Florida,Gilchrist,1885,5917,107,7909,Mitt Romney,4032,6740,1458,222,8420,Donald Trump,5282,6.46
Florida,Glades,1603,2344,42,3989,Mitt Romney,741,2996,1271,86,4353,Donald Trump,1725,9.13
Florida,Gulf,2014,4995,99,7108,Mitt Romney,2981,5329,1720,244,7293,Donald Trump,3609,2.6
Florida,Hamilton,2228,3138,41,5407,Mitt Romney,910,3443,1904,113,5460,Donald Trump,1539,0.98
Florida,Hardee,2463,4696,67,7226,Mitt Romney,2233,5242,2149,192,7583,Donald Trump,3093,4.94
Florida,Hendry,4751,5355,79,10185,Mitt Romney,604,6195,4615,305,11115,Donald Trump,1580,9.13
Florida,Hernando,37830,44938,899,83667,Mitt Romney,7108,58970,31795,3031,93796,Donald Trump,27175,12.11
Florida,Highlands,16148,25915,381,42444,Mitt Romney,9767,29565,14937,1184,45686,Donald Trump,14628,7.64
Florida,Hillsborough,286467,250186,5449,542102,Barack Obama,36281,266870,307896,22894,597660,Hillary Clinton,41026,10.25
Florida,Holmes,1264,6919,91,8274,Mitt Romney,5655,7483,853,178,8514,Donald Trump,6630,2.9
Florida,Indian River,27492,43450,522,71464,Mitt Romney,15958,48620,29043,2346,80009,Donald Trump,19577,11.96
Florida,Jackson,7342,13418,181,20941,Mitt Romney,6076,14257,6397,387,21041,Donald Trump,7860,0.48
Florida,Jefferson,3945,3808,55,7808,Barack Obama,137,3930,3541,174,7645,Donald Trump,389,-2.09
Florida,Lafayette,687,2668,44,3399,Mitt Romney,1981,2809,518,65,3392,Donald Trump,2291,-0.21
Florida,Lake,61799,87643,1369,150811,Mitt Romney,25844,102188,62838,5436,170462,Donald Trump,39350,13.03
Florida,Lee,110157,154163,1846,266166,Mitt Romney,44006,191551,124908,9961,326420,Donald Trump,66643,22.64
Florida,Leon,90881,55805,1667,148353,Barack Obama,35076,53821,92068,6243,152132,Hillary Clinton,38247,2.55
Florida,Levy,6119,12054,226,18399,Mitt Romney,5935,13775,5101,519,19395,Donald Trump,8674,5.41
Florida,Liberty,942,2301,41,3284,Mitt Romney,1359,2543,651,102,3296,Donald Trump,1892,0.37
Florida,Madison,4176,4474,65,8715,Mitt Romney,298,4851,3526,128,8505,Donald Trump,1325,-2.41
Florida,Manatee,66503,85627,1361,153491,Mitt Romney,19124,101944,71224,5790,178958,Donald Trump,30720,16.59
Florida,Marion,66831,93043,1511,161385,Mitt Romney,26212,107833,62041,4826,174700,Donald Trump,45792,8.25
Florida,Martin,30107,48183,583,78873,Mitt Romney,18076,53204,30185,2403,85792,Donald Trump,23019,8.77
Florida,Miami-Dade,541440,332981,3893,878314,Barack Obama,208459,333999,624146,22059,980204,Hillary Clinton,290147,11.6
Florida,Monroe,19404,19234,419,39057,Barack Obama,170,21904,18971,1603,42478,Donald Trump,2933,8.76
Florida,Nassau,10251,29929,348,40528,Mitt Romney,19678,34266,10869,1472,46607,Donald Trump,23397,15
Florida,Okaloosa,23421,70168,1209,94798,Mitt Romney,46747,71893,23780,5182,100855,Donald Trump,48113,6.39
Florida,Okeechobee,4856,7328,140,12324,Mitt Romney,2472,9356,3959,338,13653,Donald Trump,5397,10.78
Florida,Orange,273665,188589,4105,466359,Barack Obama,85076,195216,329894,21165,546275,Hillary Clinton,134678,17.14
Florida,Osceola,67239,40592,867,108698,Barack Obama,26647,50301,85458,4447,140206,Hillary Clinton,35157,28.99
Florida,Palm Beach,349651,247398,3672,600721,Barack Obama,102253,272402,374673,15257,662332,Hillary Clinton,102271,10.26
Florida,Pasco,98263,112427,2883,213573,Mitt Romney,14164,142101,90142,8896,241139,Donald Trump,51959,12.91
Florida,Pinellas,239104,213258,5340,457702,Barack Obama,25846,239201,233701,19501,492403,Donald Trump,5500,7.58
Florida,Polk,114622,131577,2484,248683,Mitt Romney,16955,157430,117433,9451,284314,Donald Trump,39997,14.33
Florida,Putnam,11667,19326,331,31324,Mitt Romney,7659,22138,10094,885,33117,Donald Trump,12044,5.72
Florida,Santa Rosa,17768,58186,892,76846,Mitt Romney,40418,65339,18464,3942,87745,Donald Trump,46875,14.18
Florida,Sarasota,95119,110504,1857,207480,Mitt Romney,15385,124438,97870,6755,229063,Donald Trump,26568,10.4
Florida,Seminole,96445,109943,2232,208620,Mitt Romney,13498,109443,105914,9539,224896,Donald Trump,3529,7.8
Florida,St. Johns,35190,78513,1092,114795,Mitt Romney,43323,88684,43099,4731,136514,Donald Trump,45585,18.92
Florida,St. Lucie,65869,56202,956,123027,Barack Obama,9667,70289,66881,3677,140847,Donald Trump,3408,14.48
Florida,Sumter,19524,40646,309,60479,Mitt Romney,21122,52730,22638,1297,76665,Donald Trump,30092,26.76
Florida,Suwannee,4751,12672,206,17629,Mitt Romney,7921,14287,3964,443,18694,Donald Trump,10323,6.04
Florida,Taylor,2764,6249,107,9120,Mitt Romney,3485,6930,2152,208,9290,Donald Trump,4778,1.86
Florida,Union,1339,3980,74,5393,Mitt Romney,2641,4568,1014,112,5694,Donald Trump,3554,5.58
Florida,Volusia,114748,117490,2298,234536,Mitt Romney,2742,143007,109091,8771,260869,Donald Trump,33916,11.23
Florida,Wakulla,5175,9290,195,14660,Mitt Romney,4115,10512,4348,491,15351,Donald Trump,6164,4.71
Florida,Walton,6671,21490,333,28494,Mitt Romney,14819,25756,6876,1005,33637,Donald Trump,18880,18.05
Florida,Washington,2820,8038,141,10999,Mitt Romney,5218,8637,2264,255,11156,Donald Trump,6373,1.43
Georgia,Appling,1758,5233,95,7086,Mitt Romney,3475,5494,1434,84,7012,Donald Trump,4060,-1.04
Georgia,Atkinson,930,1938,34,2902,Mitt Romney,1008,1878,697,35,2610,Donald Trump,1181,-10.06
Georgia,Bacon,791,3093,47,3931,Mitt Romney,2302,3364,608,48,4020,Donald Trump,2756,2.26
Georgia,Baker,794,785,10,1589,Barack Obama,9,775,650,15,1440,Donald Trump,125,-9.38
Georgia,Baldwin,8483,7589,166,16238,Barack Obama,894,7697,7970,449,16116,Hillary Clinton,273,-0.75
Georgia,Banks,780,5354,61,6195,Mitt Romney,4574,6134,684,157,6975,Donald Trump,5450,12.59
Georgia,Barrow,6028,18725,446,25199,Mitt Romney,12697,21108,6580,1372,29060,Donald Trump,14528,15.32
Georgia,Bartow,8396,26876,530,35802,Mitt Romney,18480,29911,8212,1427,39550,Donald Trump,21699,10.47
Georgia,Ben Hill,2512,3396,48,5956,Mitt Romney,884,3739,2101,96,5936,Donald Trump,1638,-0.34
Georgia,Berrien,1273,4843,85,6201,Mitt Romney,3570,5422,1047,121,6590,Donald Trump,4375,6.27
Georgia,Bibb,38585,25623,510,64718,Barack Obama,12962,24043,36787,1766,62596,Hillary Clinton,12744,-3.28
Georgia,Bleckley,1269,3587,51,4907,Mitt Romney,2318,3719,1101,154,4974,Donald Trump,2618,1.37
Georgia,Brantley,939,4964,99,6002,Mitt Romney,4025,5567,619,115,6301,Donald Trump,4948,4.98
Georgia,Brooks,3138,3554,50,6742,Mitt Romney,416,3701,2528,107,6336,Donald Trump,1173,-6.02
Georgia,Bryan,3707,9560,186,13453,Mitt Romney,5853,10529,4014,630,15173,Donald Trump,6515,12.79
Georgia,Bulloch,9593,14174,318,24085,Mitt Romney,4581,15097,9261,958,25316,Donald Trump,5836,5.11
Georgia,Burke,5405,4301,73,9779,Barack Obama,1104,4491,4731,129,9351,Hillary Clinton,240,-4.38
Georgia,Butts,2968,6306,107,9381,Mitt Romney,3338,6717,2566,231,9514,Donald Trump,4151,1.42
Georgia,Calhoun,1298,883,7,2188,Barack Obama,415,830,1179,16,2025,Hillary Clinton,349,-7.45
Georgia,Camden,6377,11343,263,17983,Mitt Romney,4966,12310,5930,661,18901,Donald Trump,6380,5.1
Georgia,Candler,1157,2344,27,3528,Mitt Romney,1187,2664,1026,73,3763,Donald Trump,1638,6.66
Georgia,Carroll,12688,28280,581,41549,Mitt Romney,15592,30029,12464,1628,44121,Donald Trump,17565,6.19
Georgia,Catoosa,5365,17858,455,23678,Mitt Romney,12493,20876,4771,1110,26757,Donald Trump,16105,13
Georgia,Charlton,1197,2527,40,3764,Mitt Romney,1330,2951,1004,61,4016,Donald Trump,1947,6.7
Georgia,Chatham,60246,47204,1178,108628,Barack Obama,13042,45688,62290,4164,112142,Hillary Clinton,16602,3.23
Georgia,Chattahoochee,729,735,26,1490,Mitt Romney,6,751,594,45,1390,Donald Trump,157,-6.71
Georgia,Chattooga,2232,5452,138,7822,Mitt Romney,3220,6462,1613,177,8252,Donald Trump,4849,5.5
Georgia,Cherokee,19841,76514,1865,98220,Mitt Romney,56673,80649,25231,6163,112043,Donald Trump,55418,14.07
Georgia,Clarke,25431,13815,1122,40368,Barack Obama,11616,12717,29603,2656,44976,Hillary Clinton,16886,11.41
Georgia,Clay,862,537,3,1402,Barack Obama,325,566,697,10,1273,Hillary Clinton,131,-9.2
Georgia,Clayton,81479,14164,424,96067,Barack Obama,67315,12645,78220,1994,92859,Hillary Clinton,65575,-3.34
Georgia,Clinch,852,1598,22,2472,Mitt Romney,746,1727,686,42,2455,Donald Trump,1041,-0.69
Georgia,Cobb,133124,171722,5270,310116,Mitt Romney,38598,152912,160121,17786,330819,Hillary Clinton,7209,6.68
Georgia,Coffee,5057,9248,149,14454,Mitt Romney,4191,9588,4094,233,13915,Donald Trump,5494,-3.73
Georgia,Colquitt,3973,9243,112,13328,Mitt Romney,5270,9898,3463,263,13624,Donald Trump,6435,2.22
Georgia,Columbia,16451,41765,707,58923,Mitt Romney,25314,43085,18887,2771,64743,Donald Trump,24198,9.88
Georgia,Cook,2042,3935,54,6031,Mitt Romney,1893,4176,1753,128,6057,Donald Trump,2423,0.43
Georgia,Coweta,15168,39653,734,55555,Mitt Romney,24485,42533,16583,2629,61745,Donald Trump,25950,11.14
Georgia,Crawford,1706,3368,59,5133,Mitt Romney,1662,3635,1421,120,5176,Donald Trump,2214,0.84
Georgia,Crisp,3167,4182,47,7396,Mitt Romney,1015,4549,2837,126,7512,Donald Trump,1712,1.57
Georgia,Dade,1411,4471,138,6020,Mitt Romney,3060,5051,965,226,6242,Donald Trump,4086,3.69
Georgia,Dawson,1241,8847,156,10244,Mitt Romney,7606,9900,1448,417,11765,Donald Trump,8452,14.85
Georgia,DeKalb,238224,64392,3649,306265,Barack Obama,173832,51468,251370,11919,314757,Hillary Clinton,199902,2.77
Georgia,Decatur,4591,5824,70,10485,Mitt Romney,1233,6020,4124,142,10286,Donald Trump,1896,-1.9
Georgia,Dodge,2442,5214,77,7733,Mitt Romney,2772,5021,1839,149,7009,Donald Trump,3182,-9.36
Georgia,Dooly,2285,1985,28,4298,Barack Obama,300,1951,1872,36,3859,Donald Trump,79,-10.21
Georgia,Dougherty,26295,11449,175,37919,Barack Obama,14846,10232,23311,544,34087,Hillary Clinton,13079,-10.11
Georgia,Douglas,28441,26241,585,55267,Barack Obama,2200,24817,31005,1916,57738,Hillary Clinton,6188,4.47
Georgia,Early,2765,2557,31,5353,Barack Obama,208,2552,2168,65,4785,Donald Trump,384,-10.61
Georgia,Echols,173,917,12,1102,Mitt Romney,744,1007,156,19,1182,Donald Trump,851,7.26
Georgia,Effingham,4947,15596,273,20816,Mitt Romney,10649,17874,4853,731,23458,Donald Trump,13021,12.69
Georgia,Elbert,3181,4859,103,8143,Mitt Romney,1678,5292,2539,156,7987,Donald Trump,2753,-1.92
Georgia,Emanuel,2927,5100,56,8083,Mitt Romney,2173,5335,2435,90,7860,Donald Trump,2900,-2.76
Georgia,Evans,1268,2268,27,3563,Mitt Romney,1000,2404,1130,79,3613,Donald Trump,1274,1.4
Georgia,Fannin,2028,7857,132,10017,Mitt Romney,5829,9632,1923,257,11812,Donald Trump,7709,17.92
Georgia,Fayette,19736,38075,757,58568,Mitt Romney,18339,35048,23284,2581,60913,Donald Trump,11764,4
Georgia,Floyd,9640,22733,456,32829,Mitt Romney,13093,24114,9159,1335,34608,Donald Trump,14955,5.42
Georgia,Forsyth,14571,65908,1252,81731,Mitt Romney,51337,69851,23462,4908,98221,Donald Trump,46389,20.18
Georgia,Franklin,1499,6114,149,7762,Mitt Romney,4615,7054,1243,205,8502,Donald Trump,5811,9.53
Georgia,Fulton,255470,137124,4819,397413,Barack Obama,118346,117783,297051,16557,431391,Hillary Clinton,179268,8.55
Georgia,Gilmer,1958,8926,134,11018,Mitt Romney,6968,10477,1965,331,12773,Donald Trump,8512,15.93
Georgia,Glascock,176,1135,22,1333,Mitt Romney,959,1235,138,17,1390,Donald Trump,1097,4.28
Georgia,Glynn,11950,20893,290,33133,Mitt Romney,8943,21512,11775,976,34263,Donald Trump,9737,3.41
Georgia,Gordon,3440,13197,260,16897,Mitt Romney,9757,15191,3181,587,18959,Donald Trump,12010,12.2
Georgia,Grady,3419,5924,53,9396,Mitt Romney,2505,6053,3013,147,9213,Donald Trump,3040,-1.95
Georgia,Greene,3201,5071,51,8323,Mitt Romney,1870,5490,3199,163,8852,Donald Trump,2291,6.36
Georgia,Gwinnett,132509,159855,4364,296728,Mitt Romney,27346,146989,166153,15189,328331,Hillary Clinton,19164,10.65
Georgia,Habersham,2301,12166,174,14641,Mitt Romney,9865,13190,2483,570,16243,Donald Trump,10707,10.94
Georgia,Hall,12999,47481,884,61364,Mitt Romney,34482,51733,16180,2781,70694,Donald Trump,35553,15.2
Georgia,Hancock,3308,769,11,4088,Barack Obama,2539,843,2701,36,3580,Hillary Clinton,1858,-12.43
Georgia,Haralson,1789,8446,141,10376,Mitt Romney,6657,9585,1475,297,11357,Donald Trump,8110,9.45
Georgia,Harris,4145,11197,146,15488,Mitt Romney,7052,11936,4086,480,16502,Donald Trump,7850,6.55
Georgia,Hart,2870,6517,124,9511,Mitt Romney,3647,7286,2585,246,10117,Donald Trump,4701,6.37
Georgia,Heard,948,3160,64,4172,Mitt Romney,2212,3370,743,110,4223,Donald Trump,2627,1.22
