state,county,Barack Obama,Mitt Romney,Other_2012,Total Votes_2012,Winner_2012,Margin_2012,Donald Trump,Hillary Clinton,Other_2016,Total Votes_2016,Winner_2016,Margin_2016,Total_Votes_Percent_Change
Illinois,Wayne,1514,5988,178,7680,Mitt Romney,4474,6967,1048,246,8261,Donald Trump,5919,7.57
Illinois,White,2188,4731,145,7064,Mitt Romney,2543,5640,1412,283,7335,Donald Trump,4228,3.84
Illinois,Whiteside,14833,10334,487,25654,Barack Obama,4499,12615,11035,1932,25582,Donald Trump,1580,-0.28
Illinois,Will,144229,128969,4189,277387,Barack Obama,15260,132720,151927,16257,300904,Hillary Clinton,19207,8.48
Illinois,Williamson,10647,17909,587,29143,Mitt Romney,7262,21570,8581,1701,31852,Donald Trump,12989,9.3
Illinois,Winnebago,61732,55138,2114,118984,Barack Obama,6594,55624,55713,7039,118376,Hillary Clinton,89,-0.51
Illinois,Woodford,5572,12961,341,18874,Mitt Romney,7389,13207,5092,1565,19864,Donald Trump,8115,5.25
Indiana,Adams,3806,8937,268,13011,Mitt Romney,5131,9648,2805,637,13090,Donald Trump,6843,0.61
Indiana,Allen,60036,84613,2290,146939,Mitt Romney,24577,83930,55382,7825,147137,Donald Trump,28548,0.13
Indiana,Bartholomew,10625,18083,618,29326,Mitt Romney,7458,20640,9841,2009,32490,Donald Trump,10799,10.79
Indiana,Benton,1159,2329,90,3578,Mitt Romney,1170,2579,860,227,3666,Donald Trump,1719,2.46
Indiana,Blackford,1927,2711,105,4743,Mitt Romney,784,3350,1243,246,4839,Donald Trump,2107,2.02
Indiana,Boone,8328,18808,601,27737,Mitt Romney,10480,19654,10181,2343,32178,Donald Trump,9473,16.01
Indiana,Brown,3060,4332,212,7604,Mitt Romney,1272,5016,2518,411,7945,Donald Trump,2498,4.48
Indiana,Carroll,2635,4999,176,7810,Mitt Romney,2364,6273,1892,478,8643,Donald Trump,4381,10.67
Indiana,Cass,5371,8443,347,14161,Mitt Romney,3072,9701,3759,749,14209,Donald Trump,5942,0.34
Indiana,Clark,20807,25450,889,47146,Mitt Romney,4643,30035,18808,2304,51147,Donald Trump,11227,8.49
Indiana,Clay,3460,7096,228,10784,Mitt Romney,3636,8531,2306,445,11282,Donald Trump,6225,4.62
Indiana,Clinton,3308,6338,237,9883,Mitt Romney,3030,8531,2819,586,11936,Donald Trump,5712,20.77
Indiana,Crawford,2041,2421,128,4590,Mitt Romney,380,3015,1323,255,4593,Donald Trump,1692,0.07
Indiana,Daviess,2437,7638,175,10250,Mitt Romney,5201,8545,1800,423,10768,Donald Trump,6745,5.05
Indiana,DeKalb,5419,10587,322,16328,Mitt Romney,5168,12054,3942,906,16902,Donald Trump,8112,3.52
Indiana,Dearborn,6528,15394,434,22356,Mitt Romney,8866,18113,4883,991,23987,Donald Trump,13230,7.3
Indiana,Decatur,2941,7119,248,10308,Mitt Romney,4178,8490,2121,516,11127,Donald Trump,6369,7.95
Indiana,Delaware,22654,21251,1063,44968,Barack Obama,1403,24263,18153,2707,45123,Donald Trump,6110,0.34
Indiana,Dubois,6522,11654,366,18542,Mitt Romney,5132,13365,5389,1230,19984,Donald Trump,7976,7.78
Indiana,Elkhart,24399,42378,1075,67852,Mitt Romney,17979,41867,20740,3023,65630,Donald Trump,21127,-3.27
Indiana,Fayette,3555,5045,237,8837,Mitt Romney,1490,6839,2252,439,9530,Donald Trump,4587,7.84
Indiana,Floyd,14812,19878,615,35305,Mitt Romney,5066,21432,13945,2048,37425,Donald Trump,7487,6
Indiana,Fountain,2237,4664,210,7111,Mitt Romney,2427,5662,1476,354,7492,Donald Trump,4186,5.36
Indiana,Franklin,2909,7424,227,10560,Mitt Romney,4515,8669,1969,375,11013,Donald Trump,6700,4.29
Indiana,Fulton,2621,5317,188,8126,Mitt Romney,2696,6010,1960,404,8374,Donald Trump,4050,3.05
Indiana,Gibson,4928,9487,306,14721,Mitt Romney,4559,11081,3721,682,15484,Donald Trump,7360,5.18
Indiana,Grant,9589,15151,545,25285,Mitt Romney,5562,17008,7010,1294,25312,Donald Trump,9998,0.11
Indiana,Greene,4350,8457,304,13111,Mitt Romney,4107,10277,2929,595,13801,Donald Trump,7348,5.26
Indiana,Hamilton,43796,90747,2320,136863,Mitt Romney,46951,87404,57263,9589,154256,Donald Trump,30141,12.71
Indiana,Hancock,9319,22796,728,32843,Mitt Romney,13477,25074,8904,2203,36181,Donald Trump,16170,10.16
Indiana,Harrison,6607,10640,424,17671,Mitt Romney,4033,12943,4783,832,18558,Donald Trump,8160,5.02
Indiana,Hendricks,21112,44312,1220,66644,Mitt Romney,23200,48337,22600,4622,75559,Donald Trump,25737,13.38
Indiana,Henry,7613,10838,556,19007,Mitt Romney,3225,13895,5124,1136,20155,Donald Trump,8771,6.04
Indiana,Howard,15135,20327,828,36290,Mitt Romney,5192,23675,11215,1953,36843,Donald Trump,12460,1.52
Indiana,Huntington,4596,10862,307,15765,Mitt Romney,6266,11649,3506,888,16043,Donald Trump,8143,1.76
Indiana,Jackson,5838,10419,455,16712,Mitt Romney,4581,12859,3843,871,17573,Donald Trump,9016,5.15
Indiana,Jasper,4672,7955,269,12896,Mitt Romney,3283,9382,3329,667,13378,Donald Trump,6053,3.74
Indiana,Jay,3063,4645,193,7901,Mitt Romney,1582,5697,1889,400,7986,Donald Trump,3808,1.08
Indiana,Jefferson,5728,7096,302,13126,Mitt Romney,1368,8546,4326,672,13544,Donald Trump,4220,3.18
Indiana,Jennings,3821,6120,309,10250,Mitt Romney,2299,8224,2364,562,11150,Donald Trump,5860,8.78
Indiana,Johnson,17260,39513,1191,57964,Mitt Romney,22253,45456,17318,3726,66500,Donald Trump,28138,14.73
Indiana,Knox,5228,9612,305,15145,Mitt Romney,4384,11077,3772,667,15516,Donald Trump,7305,2.45
Indiana,Kosciusko,6862,22558,640,30060,Mitt Romney,15696,23935,6313,1836,32084,Donald Trump,17622,6.73
Indiana,LaGrange,2898,6231,187,9316,Mitt Romney,3333,7025,2080,461,9566,Donald Trump,4945,2.68
Indiana,LaPorte,24107,18615,959,43681,Barack Obama,5492,22687,19798,2718,45203,Donald Trump,2889,3.48
Indiana,Lake,130897,68431,2430,201758,Barack Obama,62466,75625,116935,8645,201205,Hillary Clinton,41310,-0.27
Indiana,Lawrence,5779,11622,421,17822,Mitt Romney,5843,14035,4210,907,19152,Donald Trump,9825,7.46
Indiana,Madison,24407,26769,1194,52370,Mitt Romney,2362,32376,18595,2938,53909,Donald Trump,13781,2.94
Indiana,Marion,216336,136509,6164,359009,Barack Obama,79827,130360,212899,19113,362372,Hillary Clinton,82539,0.94
Indiana,Marshall,6137,11260,368,17765,Mitt Romney,5123,12288,4798,996,18082,Donald Trump,7490,1.78
Indiana,Martin,1351,3262,130,4743,Mitt Romney,1911,3697,881,231,4809,Donald Trump,2816,1.39
Indiana,Miami,4222,8174,385,12781,Mitt Romney,3952,9975,2766,741,13482,Donald Trump,7209,5.48
Indiana,Monroe,33436,22481,1306,57223,Barack Obama,10955,20592,34216,3646,58454,Hillary Clinton,13624,2.15
Indiana,Montgomery,4271,9824,345,14440,Mitt Romney,5553,11059,3362,735,15156,Donald Trump,7697,4.96
Indiana,Morgan,7969,19591,706,28266,Mitt Romney,11622,23674,6040,1566,31280,Donald Trump,17634,10.66
Indiana,Newton,2212,3291,151,5654,Mitt Romney,1079,4077,1404,314,5795,Donald Trump,2673,2.49
Indiana,Noble,5229,10680,335,16244,Mitt Romney,5451,12198,3904,788,16890,Donald Trump,8294,3.98
Indiana,Ohio,994,1759,66,2819,Mitt Romney,765,2118,686,117,2921,Donald Trump,1432,3.62
Indiana,Orange,2939,4617,220,7776,Mitt Romney,1678,5803,2048,341,8192,Donald Trump,3755,5.35
Indiana,Owen,2823,5062,228,8113,Mitt Romney,2239,6153,1946,458,8557,Donald Trump,4207,5.47
Indiana,Parke,2110,4234,171,6515,Mitt Romney,2124,4863,1441,278,6582,Donald Trump,3422,1.03
Indiana,Perry,4316,3403,156,7875,Barack Obama,913,4556,3062,437,8055,Donald Trump,1494,2.29
Indiana,Pike,2125,3627,174,5926,Mitt Romney,1502,4398,1297,282,5977,Donald Trump,3101,0.86
Indiana,Porter,37252,34406,1381,73039,Barack Obama,2846,38832,33676,4682,77190,Donald Trump,5156,5.68
Indiana,Posey,4533,7430,263,12226,Mitt Romney,2897,8404,3521,542,12467,Donald Trump,4883,1.97
Indiana,Pulaski,1899,3366,134,5399,Mitt Romney,1467,3854,1327,278,5459,Donald Trump,2527,1.11
Indiana,Putnam,4507,9005,317,13829,Mitt Romney,4498,10637,3356,722,14715,Donald Trump,7281,6.41
Indiana,Randolph,3769,6218,202,10189,Mitt Romney,2449,7517,2446,495,10458,Donald Trump,5071,2.64
Indiana,Ripley,3241,7484,258,10983,Mitt Romney,4243,9806,2471,533,12810,Donald Trump,7335,16.63
Indiana,Rush,2221,4633,172,7026,Mitt Romney,2412,5292,1525,397,7214,Donald Trump,3767,2.68
Indiana,Scott,3998,4539,183,8720,Mitt Romney,541,6074,2642,385,9101,Donald Trump,3432,4.37
Indiana,Shelby,5359,10978,423,16760,Mitt Romney,5619,12718,4247,1029,17994,Donald Trump,8471,7.36
Indiana,Spencer,4026,5515,187,9728,Mitt Romney,1489,6572,2861,546,9979,Donald Trump,3711,2.58
Indiana,St. Joseph,56460,52578,1666,110704,Barack Obama,3882,52021,52252,5787,110060,Hillary Clinton,231,-0.58
Indiana,Starke,3809,4738,207,8754,Mitt Romney,929,6367,2489,370,9226,Donald Trump,3878,5.39
Indiana,Steuben,4853,8547,295,13695,Mitt Romney,3694,10133,3744,689,14566,Donald Trump,6389,6.36
Indiana,Sullivan,3191,4902,197,8290,Mitt Romney,1711,6138,2113,308,8559,Donald Trump,4025,3.24
Indiana,Switzerland,1437,1872,88,3397,Mitt Romney,435,2558,930,211,3699,Donald Trump,1628,8.89
Indiana,Tippecanoe,26711,28757,1428,56896,Mitt Romney,2046,30768,27282,4465,62515,Donald Trump,3486,9.88
Indiana,Tipton,2432,4773,160,7365,Mitt Romney,2341,5589,1587,334,7510,Donald Trump,4002,1.97
Indiana,Union,1018,2022,60,3100,Mitt Romney,1004,2445,715,131,3291,Donald Trump,1730,6.16
Indiana,Vanderburgh,31725,39389,1290,72404,Mitt Romney,7664,40496,28530,3481,72507,Donald Trump,11966,0.14
Indiana,Vermillion,2979,3426,176,6581,Mitt Romney,447,4513,2081,345,6939,Donald Trump,2432,5.44
Indiana,Vigo,19712,19369,796,39877,Barack Obama,343,21937,15931,1950,39818,Donald Trump,6006,-0.15
Indiana,Wabash,3973,8644,257,12874,Mitt Romney,4671,9821,3018,629,13468,Donald Trump,6803,4.61
Indiana,Warren,1324,2377,99,3800,Mitt Romney,1053,2898,839,193,3930,Donald Trump,2059,3.42
Indiana,Warrick,8793,15351,486,24630,Mitt Romney,6558,19113,9086,1390,29589,Donald Trump,10027,20.13
Indiana,Washington,3909,6533,295,10737,Mitt Romney,2624,8209,2636,537,11382,Donald Trump,5573,6.01
Indiana,Wayne,10591,14321,565,25477,Mitt Romney,3730,16028,8322,1229,25579,Donald Trump,7706,0.4
Indiana,Wells,3436,9256,243,12935,Mitt Romney,5820,10005,2586,594,13185,Donald Trump,7419,1.93
Indiana,White,3637,5970,296,9903,Mitt Romney,2333,6893,2590,570,10053,Donald Trump,4303,1.51
Indiana,Whitley,4420,10258,333,15011,Mitt Romney,5838,11358,3379,886,15623,Donald Trump,7979,4.08
Iowa,Adair,1790,2114,92,3996,Mitt Romney,324,2461,1133,217,3811,Donald Trump,1328,-4.63
Iowa,Adams,1028,1108,49,2185,Mitt Romney,80,1395,565,146,2106,Donald Trump,830,-3.62
Iowa,Allamakee,3553,3264,117,6934,Barack Obama,289,4093,2421,409,6923,Donald Trump,1672,-0.16
Iowa,Appanoose,2951,3161,133,6245,Mitt Romney,210,4033,1814,289,6136,Donald Trump,2219,-1.75
Iowa,Audubon,1611,1802,44,3457,Mitt Romney,191,2136,1080,196,3412,Donald Trump,1056,-1.3
Iowa,Benton,6862,6940,221,14023,Mitt Romney,78,8232,4678,934,13844,Donald Trump,3554,-1.28
Iowa,Black Hawk,39821,26235,1085,67141,Barack Obama,13586,27476,32233,4696,64405,Hillary Clinton,4757,-4.08
Iowa,Boone,7512,6556,320,14388,Barack Obama,956,7484,5541,1171,14196,Donald Trump,1943,-1.33
Iowa,Bremer,6763,6405,178,13346,Barack Obama,358,7208,5356,974,13538,Donald Trump,1852,1.44
Iowa,Buchanan,5911,4450,174,10535,Barack Obama,1461,5510,3970,772,10252,Donald Trump,1540,-2.69
Iowa,Buena Vista,3700,4554,129,8383,Mitt Romney,854,4903,2856,519,8278,Donald Trump,2047,-1.25
Iowa,Butler,3329,4106,110,7545,Mitt Romney,777,4921,2157,435,7513,Donald Trump,2764,-0.42
Iowa,Calhoun,2238,2891,101,5230,Mitt Romney,653,3468,1398,293,5159,Donald Trump,2070,-1.36
Iowa,Carroll,4947,5601,126,10674,Mitt Romney,654,6638,3309,597,10544,Donald Trump,3329,-1.22
Iowa,Cass,2858,4217,130,7205,Mitt Romney,1359,4761,1951,413,7125,Donald Trump,2810,-1.11
Iowa,Cedar,4972,4529,148,9649,Barack Obama,443,5295,3599,647,9541,Donald Trump,1696,-1.12
Iowa,Cerro Gordo,13316,10128,380,23824,Barack Obama,3188,11621,9862,1482,22965,Donald Trump,1759,-3.61
Iowa,Cherokee,2634,3662,119,6415,Mitt Romney,1028,4192,1679,387,6258,Donald Trump,2513,-2.45
Iowa,Chickasaw,3554,2836,94,6484,Barack Obama,718,3742,2266,427,6435,Donald Trump,1476,-0.76
Iowa,Clarke,2189,2124,117,4430,Barack Obama,65,2713,1465,276,4454,Donald Trump,1248,0.54
Iowa,Clay,3385,4951,166,8502,Mitt Romney,1566,5877,2249,491,8617,Donald Trump,3628,1.35
Iowa,Clayton,4806,4164,168,9138,Barack Obama,642,5317,3237,575,9129,Donald Trump,2080,-0.1
Iowa,Clinton,15141,9432,427,25000,Barack Obama,5709,11276,10095,1696,23067,Donald Trump,1181,-7.73
Iowa,Crawford,3066,3595,91,6752,Mitt Romney,529,4617,1991,327,6935,Donald Trump,2626,2.71
Iowa,Dallas,16576,20988,552,38116,Mitt Romney,4412,19339,15701,3212,38252,Donald Trump,3638,0.36
Iowa,Davis,1520,2138,115,3773,Mitt Romney,618,2723,977,182,3882,Donald Trump,1746,2.89
Iowa,Decatur,1791,1947,95,3833,Mitt Romney,156,2296,1201,237,3734,Donald Trump,1095,-2.58
Iowa,Delaware,4616,4636,126,9378,Mitt Romney,20,5694,2957,590,9241,Donald Trump,2737,-1.46
Iowa,Des Moines,11888,8136,361,20385,Barack Obama,3752,9529,8212,1362,19103,Donald Trump,1317,-6.29
Iowa,Dickinson,4095,5912,152,10159,Mitt Romney,1817,6753,3056,545,10354,Donald Trump,3697,1.92
Iowa,Dubuque,28768,21280,846,50894,Barack Obama,7488,23460,22850,3411,49721,Donald Trump,610,-2.3
Iowa,Emmet,2099,2507,81,4687,Mitt Romney,408,3124,1357,272,4753,Donald Trump,1767,1.41
Iowa,Fayette,5732,4492,142,10366,Barack Obama,1240,5620,3689,666,9975,Donald Trump,1931,-3.77
Iowa,Floyd,4680,3472,105,8257,Barack Obama,1208,4375,3179,506,8060,Donald Trump,1196,-2.39
Iowa,Franklin,2266,2823,97,5186,Mitt Romney,557,3163,1493,312,4968,Donald Trump,1670,-4.2
Iowa,Fremont,1637,1972,59,3668,Mitt Romney,335,2407,963,225,3595,Donald Trump,1444,-1.99
Iowa,Greene,2375,2380,91,4846,Mitt Romney,5,2820,1691,310,4821,Donald Trump,1129,-0.52
Iowa,Grundy,2635,4215,112,6962,Mitt Romney,1580,4527,1856,489,6872,Donald Trump,2671,-1.29
Iowa,Guthrie,2569,3171,148,5888,Mitt Romney,602,3628,1732,390,5750,Donald Trump,1896,-2.34
Iowa,Hamilton,3782,3991,154,7927,Mitt Romney,209,4463,2726,505,7694,Donald Trump,1737,-2.94
Iowa,Hancock,2521,3317,87,5925,Mitt Romney,796,3977,1587,307,5871,Donald Trump,2390,-0.91
Iowa,Hardin,4075,4670,153,8898,Mitt Romney,595,5254,2787,492,8533,Donald Trump,2467,-4.1
Iowa,Harrison,3136,4065,121,7322,Mitt Romney,929,4902,2131,432,7465,Donald Trump,2771,1.95
Iowa,Henry,4460,5035,202,9697,Mitt Romney,575,5779,2904,721,9404,Donald Trump,2875,-3.02
Iowa,Howard,2768,1795,82,4645,Barack Obama,973,2611,1677,271,4559,Donald Trump,934,-1.85
Iowa,Humboldt,1972,3099,87,5158,Mitt Romney,1127,3568,1252,267,5087,Donald Trump,2316,-1.38
Iowa,Ida,1321,2286,56,3663,Mitt Romney,965,2655,792,165,3612,Donald Trump,1863,-1.39
Iowa,Iowa,4144,4569,153,8866,Mitt Romney,425,5205,3084,615,8904,Donald Trump,2121,0.43
Iowa,Jackson,5907,4177,158,10242,Barack Obama,1730,5824,3837,649,10310,Donald Trump,1987,0.66
Iowa,Jasper,10257,8877,381,19515,Barack Obama,1380,10560,7109,1365,19034,Donald Trump,3451,-2.46
Iowa,Jefferson,4798,3436,296,8530,Barack Obama,1362,3748,3710,698,8156,Donald Trump,38,-4.38
Iowa,Johnson,50666,23698,1613,75977,Barack Obama,26968,21044,50200,5696,76940,Hillary Clinton,29156,1.27
Iowa,Jones,5534,4721,194,10449,Barack Obama,813,5720,3787,626,10133,Donald Trump,1933,-3.02
Iowa,Keokuk,2303,2843,120,5266,Mitt Romney,540,3390,1342,253,4985,Donald Trump,2048,-5.34
Iowa,Kossuth,3850,4937,136,8923,Mitt Romney,1087,5653,2543,411,8607,Donald Trump,3110,-3.54
Iowa,Lee,10714,7785,412,18911,Barack Obama,2929,8803,6215,1133,16151,Donald Trump,2588,-14.59
Iowa,Linn,68581,47622,2250,118453,Barack Obama,20959,48390,58935,9773,117098,Hillary Clinton,10545,-1.14
Iowa,Louisa,2452,2420,96,4968,Barack Obama,32,3069,1648,291,5008,Donald Trump,1421,0.81
Iowa,Lucas,1987,2254,82,4323,Mitt Romney,267,2877,1239,238,4354,Donald Trump,1638,0.72
Iowa,Lyon,1423,4978,108,6509,Mitt Romney,3555,5192,920,265,6377,Donald Trump,4272,-2.03
Iowa,Madison,3630,4638,190,8458,Mitt Romney,1008,5360,2678,598,8636,Donald Trump,2682,2.1
Iowa,Mahaska,4213,6448,222,10883,Mitt Romney,2235,7432,2619,581,10632,Donald Trump,4813,-2.31
Iowa,Marion,7507,9828,352,17687,Mitt Romney,2321,10962,5482,1372,17816,Donald Trump,5480,0.73
Iowa,Marshall,10257,8472,335,19064,Barack Obama,1785,9146,7652,1182,17980,Donald Trump,1494,-5.69
Iowa,Mills,2848,4216,148,7212,Mitt Romney,1368,5067,2090,541,7698,Donald Trump,2977,6.74
Iowa,Mitchell,2831,2643,112,5586,Barack Obama,188,3190,1888,339,5417,Donald Trump,1302,-3.03
Iowa,Monona,2101,2557,84,4742,Mitt Romney,456,3120,1247,205,4572,Donald Trump,1873,-3.58
Iowa,Monroe,1731,2026,73,3830,Mitt Romney,295,2638,1056,171,3865,Donald Trump,1582,0.91
Iowa,Montgomery,1922,3001,102,5025,Mitt Romney,1079,3436,1314,294,5044,Donald Trump,2122,0.38
Iowa,Muscatine,11323,8168,374,19865,Barack Obama,3155,9584,8368,1482,19434,Donald Trump,1216,-2.17
Iowa,O'Brien,1969,5266,106,7341,Mitt Romney,3297,5752,1315,339,7406,Donald Trump,4437,0.89
Iowa,Osceola,912,2230,52,3194,Mitt Romney,1318,2531,552,130,3213,Donald Trump,1979,0.59
Iowa,Page,2613,4348,118,7079,Mitt Romney,1735,4893,1807,344,7044,Donald Trump,3086,-0.49
Iowa,Palo Alto,2139,2660,88,4887,Mitt Romney,521,3081,1398,224,4703,Donald Trump,1683,-3.77
Iowa,Plymouth,4164,8597,189,12950,Mitt Romney,4433,9680,2885,625,13190,Donald Trump,6795,1.85
Iowa,Pocahontas,1523,2396,113,4032,Mitt Romney,873,2702,963,200,3865,Donald Trump,1739,-4.14
Iowa,Polk,128465,96096,4321,228882,Barack Obama,32369,93492,119804,18259,231555,Hillary Clinton,26312,1.17
Iowa,Pottawattamie,19644,21860,797,42301,Mitt Romney,2216,24447,15355,2878,42680,Donald Trump,9092,0.9
Iowa,Poweshiek,5357,4424,194,9975,Barack Obama,933,4946,4304,583,9833,Donald Trump,642,-1.42
Iowa,Ringgold,1186,1368,45,2599,Mitt Romney,182,1824,753,130,2707,Donald Trump,1071,4.16
Iowa,Sac,2122,3094,75,5291,Mitt Romney,972,3703,1270,239,5212,Donald Trump,2433,-1.49
Iowa,Scott,50652,38251,1360,90263,Barack Obama,12401,39149,40440,6631,86220,Hillary Clinton,1291,-4.48
Iowa,Shelby,2469,3911,103,6483,Mitt Romney,1442,4362,1662,346,6370,Donald Trump,2700,-1.74
Iowa,Sioux,2700,14407,201,17308,Mitt Romney,11707,14785,2300,1109,18194,Donald Trump,12485,5.12
Iowa,Story,26192,19668,1290,47150,Barack Obama,6524,19458,25709,5500,50667,Hillary Clinton,6251,7.46
Iowa,Tama,4768,4098,151,9017,Barack Obama,670,4971,3196,585,8752,Donald Trump,1775,-2.94
Iowa,Taylor,1262,1683,50,2995,Mitt Romney,421,2111,758,160,3029,Donald Trump,1353,1.14
Iowa,Union,3043,2813,101,5957,Barack Obama,230,3525,1922,385,5832,Donald Trump,1603,-2.1
Iowa,Van Buren,1402,2064,103,3569,Mitt Romney,662,2527,845,189,3561,Donald Trump,1682,-0.22
Iowa,Wapello,8663,6789,318,15770,Barack Obama,1874,8715,5594,840,15149,Donald Trump,3121,-3.94
Iowa,Warren,12551,13052,469,26072,Mitt Romney,501,14814,10411,2075,27300,Donald Trump,4403,4.71
Iowa,Washington,5115,5562,327,11004,Mitt Romney,447,6173,3943,813,10929,Donald Trump,2230,-0.68
Iowa,Wayne,1251,1583,66,2900,Mitt Romney,332,2069,719,152,2940,Donald Trump,1350,1.38
Iowa,Webster,9537,8469,286,18292,Barack Obama,1068,10056,6305,1069,17430,Donald Trump,3751,-4.71
Iowa,Winnebago,2903,2906,109,5918,Mitt Romney,3,3447,1931,409,5787,Donald Trump,1516,-2.21
Iowa,Winneshiek,6256,4622,206,11084,Barack Obama,1634,5344,5254,764,11362,Donald Trump,90,2.51
Iowa,Woodbury,22302,21841,876,45019,Barack Obama,461,24727,16210,2781,43718,Donald Trump,8517,-2.89
Iowa,Worth,2350,1744,78,4172,Barack Obama,606,2453,1530,274,4257,Donald Trump,923,2.04
Iowa,Wright,2836,3349,93,6278,Mitt Romney,513,3800,1896,330,6026,Donald Trump,1904,-4.01
Kansas,Allen,1869,3316,125,5310,Mitt Romney,1447,3651,1433,370,5454,Donald Trump,2218,2.71
Kansas,Anderson,944,2276,95,3315,Mitt Romney,1332,2435,672,243,3350,Donald Trump,1763,1.06
Kansas,Atchison,2567,3917,190,6674,Mitt Romney,1350,4049,1989,537,6575,Donald Trump,2060,-1.48
Kansas,Barber,482,1772,60,2314,Mitt Romney,1290,1850,286,116,2252,Donald Trump,1564,-2.68
Kansas,Barton,2297,7874,170,10341,Mitt Romney,5577,7888,1839,542,10269,Donald Trump,6049,-0.7
Kansas,Bourbon,1996,4102,156,6254,Mitt Romney,2106,4424,1336,333,6093,Donald Trump,3088,-2.57
Kansas,Brown,1076,2829,88,3993,Mitt Romney,1753,2906,863,267,4036,Donald Trump,2043,1.08
Kansas,Butler,7282,18157,646,26085,Mitt Romney,10875,19073,6573,2011,27657,Donald Trump,12500,6.03
Kansas,Chase,358,875,38,1271,Mitt Romney,517,969,316,84,1369,Donald Trump,653,7.71
Kansas,Chautauqua,280,1304,46,1630,Mitt Romney,1024,1236,197,48,1481,Donald Trump,1039,-9.14
Kansas,Cherokee,2930,5456,185,8571,Mitt Romney,2526,6182,2005,433,8620,Donald Trump,4177,0.57
Kansas,Cheyenne,233,1159,34,1426,Mitt Romney,926,1173,181,53,1407,Donald Trump,992,-1.33
Kansas,Clark,174,805,38,1017,Mitt Romney,631,825,120,60,1005,Donald Trump,705,-1.18
Kansas,Clay,834,2788,64,3686,Mitt Romney,1954,2891,677,252,3820,Donald Trump,2214,3.64
Kansas,Cloud,974,2954,130,4058,Mitt Romney,1980,2919,761,250,3930,Donald Trump,2158,-3.15
Kansas,Coffey,898,2903,105,3906,Mitt Romney,2005,3050,727,291,4068,Donald Trump,2323,4.15
Kansas,Comanche,143,767,18,928,Mitt Romney,624,715,102,50,867,Donald Trump,613,-6.57
Kansas,Cowley,4319,8081,310,12710,Mitt Romney,3762,8270,3551,800,12621,Donald Trump,4719,-0.7
Kansas,Crawford,6826,7708,411,14945,Mitt Romney,882,8624,5199,1068,14891,Donald Trump,3425,-0.36
Kansas,Decatur,266,1218,48,1532,Mitt Romney,952,1210,178,64,1452,Donald Trump,1032,-5.22
Kansas,Dickinson,2020,5832,190,8042,Mitt Romney,3812,6029,1609,572,8210,Donald Trump,4420,2.09
Kansas,Doniphan,902,2414,87,3403,Mitt Romney,1512,2606,587,185,3378,Donald Trump,2019,-0.73
Kansas,Douglas,29267,17401,1477,48145,Barack Obama,11866,14688,31195,4204,50087,Hillary Clinton,16507,4.03
Kansas,Edwards,298,1059,28,1385,Mitt Romney,761,1037,212,70,1319,Donald Trump,825,-4.77
Kansas,Elk,281,1049,39,1369,Mitt Romney,768,1048,160,51,1259,Donald Trump,888,-8.04
Kansas,Ellis,3057,8399,258,11714,Mitt Romney,5342,8466,2742,739,11947,Donald Trump,5724,1.99
Kansas,Ellsworth,702,1930,80,2712,Mitt Romney,1228,1969,521,189,2679,Donald Trump,1448,-1.22
Kansas,Finney,2682,6219,183,9084,Mitt Romney,3537,6350,3195,614,10159,Donald Trump,3155,11.83
Kansas,Ford,2600,5602,160,8362,Mitt Romney,3002,5114,2149,455,7718,Donald Trump,2965,-7.7
Kansas,Franklin,3694,6984,312,10990,Mitt Romney,3290,7185,2892,888,10965,Donald Trump,4293,-0.23
Kansas,Geary,3332,4372,141,7845,Mitt Romney,1040,4274,2722,508,7504,Donald Trump,1552,-4.35
Kansas,Gove,176,1168,39,1383,Mitt Romney,992,1140,149,54,1343,Donald Trump,991,-2.89
